9.9846,9.9841,9.9825,9.9772,9.976,9.9717,9.9703,9.9689,9.9449,9.9426,9.9404,9.9381,9.9282,9.9256,9.8197,9.6983,9.5621,9.3711,9.2315,9.0419,8.7244,8.2843,7.8084
9.9801,9.9793,9.9767,9.9699,9.9685,9.9632,9.9615,9.9598,9.9324,9.9299,9.9274,9.9249,9.914,9.8667,9.7608,9.4433,9.373,9.2774,9.1715,8.9491,8.6316,8.1025,7.3619
9.9743,9.9732,9.9695,9.9613,9.9597,9.9533,9.9514,9.9494,9.9187,9.9159,9.9132,9.9104,9.8461,9.7401,9.5505,9.233,9.0278,8.9143,8.7184,8.496,8.1784,7.6494,7.2555
9.9671,9.9658,9.961,9.9514,9.9495,9.9421,9.9399,9.9377,9.9036,9.9007,9.8977,9.8502,9.7858,9.6798,9.4887,9.1711,8.7073,8.4848,8.1998,7.8823,7.533,7.0892,6.9691
9.9586,9.957,9.9512,9.9402,9.938,9.9296,9.9272,9.9247,9.8429,9.7784,9.6725,9.536,9.4224,9.3083,9.2023,8.8847,8.4689,8.1196,7.6435,7.2149,7.0304,6.9103,6.7736
9.9488,9.947,9.9401,9.9276,9.9253,9.9158,9.9131,9.9104,9.8183,9.7123,9.521,9.3452,9.2494,9.1434,9.0067,8.6892,8.1601,7.7976,7.3214,6.953,6.768,6.6479,6.4517
9.9377,9.9356,9.9277,9.9138,9.9112,9.9007,9.8978,9.8948,9.7888,9.5166,9.3253,9.1861,8.9949,8.881,8.6847,8.3672,7.838,7.2071,7.0099,6.8898,6.6671,6.3354,5.986
9.9252,9.9229,9.914,9.8987,9.8958,9.8843,9.8811,9.8779,9.7719,9.4543,9.2289,9.1228,8.9002,8.5826,8.2331,7.7569,7.4151,7.0834,6.7402,6.5175,6.2915,5.9598,5.6103
9.9115,9.9089,9.899,9.8822,9.8791,9.8666,9.8188,9.7542,9.6482,9.3306,8.9732,8.7505,8.5245,8.207,7.8574,7.3812,7.1523,6.8206,6.3612,6.0117,5.5353,4.9921,4.4334
9.8964,9.8936,9.8826,9.8646,9.8612,9.7966,9.6905,9.4993,9.3853,9.0677,8.6083,8.2588,7.7824,7.514,7.3938,7.2024,6.9676,6.6358,6.0926,5.3327,4.8563,4.313,3.7098
9.8801,9.877,9.8651,9.8456,9.7976,9.7329,9.6268,9.4353,9.2005,8.8829,8.3538,7.613,7.381,7.2439,7.126,7.03,6.9098,6.578,6.0348,4.4394,2.8692,2.3172,1.714
9.8624,9.8591,9.8462,9.7401,9.6139,9.4768,9.3448,9.2488,9.1427,8.8251,8.2959,7.5552,7.2275,6.9091,6.6065,6.4863,6.2634,5.9317,5.3884,2.7399,-0.11589,-0.75023,-1.4803
9.8436,9.84,9.7816,9.6756,9.4604,9.1428,8.8253,8.7192,8.4963,8.1787,7.6495,7.4158,7.0841,6.5408,5.898,5.4528,4.9095,4.3375,3.6888,0.69374,-2.1621,-4.3936,-5.4727
9.8234,9.8196,9.7548,9.6487,9.3311,8.8019,8.1449,7.6998,7.1772,7.1123,6.9921,6.8005,6.4687,5.9254,4.0086,3.4653,2.9133,2.3413,1.6425,-2.5964,-5.4523,-8.9577,-10.102
9.3959,9.3311,9.225,9.0333,8.7157,8.1864,7.4457,6.4934,5.5417,5.4215,5.2923,5.1006,4.7688,4.2255,0.99208,0.44874,-0.12333,-0.82217,-1.6478,-6.9297,-9.7856,-14.545,-15.814
7.7604,7.6543,7.5252,7.3334,7.0158,6.4865,5.7458,4.7934,3.6295,3.4363,3.1045,2.5611,2.0091,1.3415,-2.7624,-3.6835,-4.4566,-5.1555,-5.9812,-12.58,-15.436,-20.195,-22.78
5.7752,5.6691,5.3514,4.8222,4.2701,3.6025,2.8617,1.9094,0.74548,0.4194,0.087598,-0.45576,-1.1234,-1.9178,-7.1688,-8.121,-9.1689,-10.314,-11.488,-18.72,-21.576,-26.336,-30.657
2.7583,2.6522,2.3345,1.8052,1.1376,0.3968,-0.39759,-1.35,-2.5139,-3.8893,-4.246,-4.7893,-5.457,-6.2515,-12.819,-13.771,-14.819,-15.994,-17.296,-25.687,-28.543,-33.303,-39.013
-1.5753,-1.6814,-1.9991,-2.5284,-3.1961,-3.9369,-4.7313,-5.6837,-6.8476,-8.2231,-9.8102,-10.44,-11.107,-11.902,-19.267,-20.738,-21.786,-22.961,-24.263,-33.971,-36.827,-41.586,-48.25
-7.2255,-7.3316,-7.6493,-8.1786,-8.8464,-9.5872,-10.382,-11.334,-12.498,-13.874,-15.461,-16.181,-17.133,-18.404,-26.235,-27.822,-29.62,-31.245,-32.547,-43.56,-46.416,-51.176,-57.839
-12.967,-13.073,-13.391,-13.92,-14.661,-15.613,-16.566,-17.73,-19,-20.376,-21.963,-23.149,-24.101,-25.371,-34.518,-36.105,-37.904,-39.914,-41.905,-53.161,-56.016,-60.776,-67.439
-19.934,-20.041,-20.358,-20.888,-21.629,-22.581,-23.533,-24.697,-25.968,-27.343,-28.93,-30.729,-32.385,-33.655,-43.559,-45.358,-47.262,-49.273,-51.494,-63.122,-65.978,-70.737,-77.401
-28.104,-28.325,-28.642,-29.172,-29.913,-30.865,-31.817,-32.981,-34.252,-35.627,-37.214,-39.013,-41.023,-43.245,-53.16,-54.959,-56.863,-58.873,-61.095,-74.039,-76.895,-81.655,-88.318
-36.388,-37.749,-38.204,-38.734,-39.474,-40.427,-41.379,-42.543,-43.852,-45.228,-46.815,-48.614,-50.624,-52.846,-64.078,-65.876,-67.781,-69.791,-72.013,-86.273,-89.129,-93.889,-100.55
-45.988,-47.35,-47.805,-48.335,-49.075,-50.028,-50.98,-52.144,-53.52,-55.107,-56.906,-58.779,-60.789,-63.011,-75.828,-78.05,-80.015,-82.025,-84.247,-99.824,-102.68,-107.44,-114.1
-55.642,-57.215,-58.723,-59.252,-59.993,-60.945,-61.898,-63.062,-64.437,-66.025,-67.823,-69.696,-71.707,-73.928,-88.063,-90.285,-92.538,-94.918,-97.426,-113.61,-116.46,-121.22,-127.88
-66.559,-68.132,-69.917,-71.486,-72.227,-73.18,-74.132,-75.296,-76.672,-78.259,-80.057,-81.931,-83.941,-86.163,-101.61,-103.84,-106.09,-108.47,-110.98,-130.83,-134.04,-138.8,-145.47
-78.794,-80.367,-82.151,-84.025,-85.61,-86.562,-87.515,-88.679,-90.054,-91.641,-93.44,-95.45,-97.492,-99.714,-116.3,-119.03,-121.88,-124.74,-127.72,-151.15,-154.86,-159.62,-166.29
-92.176,-93.749,-95.534,-97.53,-99.161,-100.11,-101.07,-102.23,-103.61,-105.19,-106.99,-109,-111.22,-113.7,-134.35,-137.56,-140.78,-144.11,-147.57,-175.18,-179.5,-184.26,-190.92
-105.73,-107.3,-109.09,-111.08,-113.29,-115.71,-118.18,-119.43,-120.81,-122.39,-124.19,-126.2,-128.43,-131.28,-155.52,-159.2,-163.01,-166.94,-171,-202.53,-206.84,-211.6,-218.27
-122.93,-124.5,-126.29,-128.28,-130.49,-132.91,-135.54,-138.38,-141.24,-143.08,-144.88,-146.89,-149.11,-151.97,-182.64,-186.45,-190.35,-194.28,-198.35,-245.75,-251.12,-256.7,-263.36
-143.62,-145.19,-146.97,-148.97,-151.18,-153.6,-156.23,-159.07,-161.93,-164.98,-168.25,-171.72,-175.41,-179.31,-222.4,-227.34,-232.5,-237.86,-243.44,-300.35,-311.91,-318.96,-326.21
-168.39,-171.43,-174.68,-178.14,-181.82,-185.7,-189.8,-194.11,-198.63,-203.36,-208.31,-213.46,-218.83,-224.41,-278.53,-285.16,-291.99,-299.03,-306.29,-363.2,-425.02,-595.74,-781.2
-209.42,-214.14,-219.07,-224.21,-229.56,-235.13,-240.9,-246.89,-253.09,-259.5,-266.12,-272.96,-280,-287.26,-344.17,-405.99,-576.71,-762.17,-1046.7,-1355.8,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
